Instrument,VIAVI MicroNIR Pro
Serial,P-123456
Method,synthetic_test
Date,2026-05-18
,1100.0,1107.0,1114.1,1121.1,1128.1,1135.2,1142.2,1149.2,1156.3,1163.3,1170.4,1177.4,1184.4,1191.5,1198.5,1205.5,1212.6,1219.6,1226.6,1233.7,1240.7,1247.7,1254.8,1261.8,1268.8,1275.9,1282.9,1289.9,1297.0,1304.0,1311.1,1318.1,1325.1,1332.2,1339.2,1346.2,1353.3,1360.3,1367.3,1374.4,1381.4,1388.4,1395.5,1402.5,1409.5,1416.6,1423.6,1430.7,1437.7,1444.7,1451.8,1458.8,1465.8,1472.9,1479.9,1486.9,1494.0,1501.0,1508.0,1515.1,1522.1,1529.1,1536.2,1543.2,1550.3,1557.3,1564.3,1571.4,1578.4,1585.4,1592.5,1599.5,1606.5,1613.6,1620.6,1627.6,1634.7,1641.7,1648.7,1655.8,1662.8,1669.8,1676.9,1683.9,1691.0,1698.0,1705.0,1712.1,1719.1,1726.1,1733.2,1740.2,1747.2,1754.3,1761.3,1768.3,1775.4,1782.4,1789.4,1796.5,1803.5,1810.6,1817.6,1824.6,1831.7,1838.7,1845.7,1852.8,1859.8,1866.8,1873.9,1880.9,1887.9,1895.0,1902.0,1909.0,1916.1,1923.1,1930.2,1937.2,1944.2,1951.3,1958.3,1965.3,1972.4,1979.4,1986.4,1993.5,2000.5,2007.5,2014.6,2021.6,2028.6,2035.7,2042.7,2049.7,2056.8,2063.8,2070.9,2077.9,2084.9,2092.0,2099.0,2106.0,2113.1,2120.1,2127.1,2134.2,2141.2,2148.2,2155.3,2162.3,2169.3,2176.4,2183.4,2190.5,2197.5,2204.5,2211.6,2218.6,2225.6,2232.7,2239.7,2246.7,2253.8,2260.8,2267.8,2274.9,2281.9,2288.9,2296.0,2303.0,2310.1,2317.1,2324.1,2331.2,2338.2,2345.2,2352.3,2359.3,2366.3,2373.4,2380.4,2387.4,2394.5,2401.5,2408.5,2415.6,2422.6,2429.6,2436.7,2443.7,2450.8,2457.8,2464.8,2471.9,2478.9,2485.9,2493.0,2500.0
S000,0.036743,-0.007560,0.023423,0.158412,-0.000733,-0.012728,0.181082,0.098827,-0.134993,0.086855,-0.078861,-0.099968,-0.029148,-0.167146,-0.180305,-0.135973,-0.071707,-0.033217,-0.074394,-0.117314,0.205996,0.085505,-0.037844,-0.115916,-0.032505,0.076239,-0.051892,0.082693,-0.007576,0.002853,0.091959,0.327416,0.181840,0.035604,0.227317,0.024172,0.262325,-0.000349,0.231826,0.251259,0.408982,0.440769,0.386426,0.367934,0.212261,0.284393,0.432121,0.631893,0.471207,0.229988,0.373643,0.373914,0.381885,0.586808,0.569706,0.525723,0.295271,0.318829,0.460292,0.441149,0.156317,0.232487,0.106512,0.088783,0.321441,0.319573,0.156747,0.313668,0.130351,0.140691,0.099215,0.241231,0.053313,0.223201,-0.188007,0.148282,0.009525,-0.052158,0.164897,-0.194525,0.040434,-0.017125,0.162527,-0.027243,-0.022988,-0.147736,0.143841,0.025938,0.021516,0.066727,0.044362,0.172143,-0.020962,0.059624,0.033034,-0.088897,0.248275,0.149152,0.200897,0.246294,0.083831,0.197896,0.284303,0.309732,0.286817,0.421966,0.518770,0.442050,0.498669,0.447146,0.307570,0.472755,0.577458,0.886408,0.530609,0.618568,0.653278,0.584489,0.686429,0.716448,0.742632,0.549805,0.655609,0.514306,0.751445,0.826297,0.432924,0.481097,0.639705,0.512558,0.369114,0.490546,0.299502,0.448574,0.287687,0.538384,0.325782,0.325717,0.286539,0.139412,0.287175,0.366829,-0.008049,0.328834,0.108920,0.154649,0.004286,0.077745,0.104125,0.102282,0.159511,0.111936,-0.005798,0.134653,0.134017,0.083025,0.369932,0.201244,0.057267,0.264482,0.143605,0.327694,0.391505,0.281309,0.500527,0.314700,0.446297,0.527086,0.332924,0.311732,0.298581,0.247774,0.207346,0.268481,0.324530,0.166066,0.249584,0.330193,0.170181,0.367791,0.043221,0.000819,0.006144,0.131432,-0.028442,0.095138,0.034328,-0.038835,-0.030547,-0.207144,-0.086601,0.032185,-0.052012,-0.116585,0.075795,0.029524,-0.163537,0.057447,0.090149,-0.146586
S001,0.011880,0.081904,0.189461,0.079478,-0.204261,-0.062029,0.091714,0.052044,0.024096,0.435676,0.084425,0.076400,0.099556,-0.000177,0.005771,0.066730,-0.093927,-0.018677,-0.037989,0.063798,0.274748,-0.177335,0.128224,-0.114796,-0.036134,0.142033,0.046512,-0.025660,-0.022356,0.128025,0.118479,0.176652,0.090920,0.105531,0.381490,0.264322,0.006833,0.302456,0.197722,0.351175,0.264088,0.313017,0.390008,0.454941,0.245418,0.352476,0.321516,0.305593,0.542271,0.390592,0.250432,0.501149,0.629830,0.493464,0.122523,0.408410,0.542683,0.294806,0.463087,0.330793,0.281967,0.203747,-0.076583,0.047425,0.167585,0.066052,0.307523,0.026440,0.077828,0.088417,0.203342,-0.027874,0.147914,0.101665,0.009858,0.003001,0.111411,0.073702,0.047269,0.017181,0.088062,0.077395,0.193734,-0.161457,0.251239,-0.135366,0.050487,0.157901,0.042155,-0.028003,0.144112,0.023780,0.043348,0.186855,0.114129,0.146979,0.215568,0.144554,0.248390,0.173163,0.116573,0.150355,0.383975,0.330022,0.369733,0.434147,0.544417,0.332559,0.488668,0.354097,0.444735,0.561357,0.631477,0.742072,0.703389,0.463842,0.622373,0.555609,0.622781,0.539057,0.610285,0.582517,0.450009,0.811788,0.407419,0.450367,0.576009,0.677823,0.514057,0.520414,0.461212,0.304077,0.412287,0.333632,0.493011,0.347320,0.206621,0.234142,0.408942,0.218794,0.077880,0.215250,0.174586,0.091723,0.024407,0.120954,0.051137,-0.017615,-0.111475,0.117293,0.158592,0.200405,0.193143,0.016365,0.057106,0.067935,0.092176,0.003136,0.175705,0.083782,0.308104,0.377069,0.217802,0.367432,0.372564,0.238383,0.409566,0.347824,0.347856,0.264073,0.269690,0.326887,0.426804,0.342241,0.507280,0.133786,0.301129,0.162654,0.390331,0.034812,-0.007448,-0.001699,-0.215265,0.006245,-0.053427,0.007516,0.101862,0.133632,0.079682,-0.002483,-0.071582,0.048381,-0.118485,0.192722,0.042474,-0.064167,-0.090364,0.102491,-0.027330,0.096722
S002,-0.163765,-0.089051,0.024923,0.014652,-0.006203,0.009918,-0.123526,-0.025171,0.035302,0.012457,0.117865,-0.051897,-0.201179,0.105460,0.009594,0.060657,0.138685,0.101999,0.063003,-0.032028,0.185269,0.150206,-0.017194,0.087765,0.055479,0.233576,0.011488,0.172077,0.198566,-0.092832,-0.051481,-0.145165,0.113755,0.153107,0.259326,0.243716,0.457370,0.102654,0.127944,0.247196,0.258431,0.335523,0.150207,0.342101,0.222069,0.494822,0.379806,0.269745,0.307694,0.311791,0.353603,0.473173,0.272476,0.435164,0.259029,0.297566,0.407962,0.241440,0.340233,0.244625,0.511479,0.261393,0.163263,0.269974,0.158440,0.052753,0.235777,0.150972,0.013989,0.042388,0.053994,-0.226745,-0.079914,0.239052,0.154258,0.078350,0.013989,0.167238,0.314603,0.144614,-0.082902,-0.074075,-0.123588,0.043657,-0.073246,-0.155135,0.031135,-0.061496,0.297764,0.121834,0.046571,0.268174,0.017502,-0.043118,0.324924,0.128383,-0.044940,0.242055,0.029573,0.078091,0.324665,0.301408,0.121020,0.376882,0.275224,0.343722,0.293374,0.345738,0.390952,0.290260,0.428328,0.409033,0.533172,0.357702,0.495744,0.615211,0.608705,0.542321,0.565311,0.685595,0.414527,0.623178,0.619218,0.546789,0.538642,0.389121,0.334094,0.589115,0.416647,0.345286,0.442723,0.270258,0.329375,0.267602,0.267806,0.298437,0.226733,0.217665,0.292678,0.306673,0.262344,-0.040728,0.175246,0.227763,-0.074846,0.052982,0.181447,0.053974,0.106814,-0.002298,0.076536,0.095982,0.204034,0.124659,0.140034,0.094911,0.071663,0.098312,0.243308,0.092554,0.179529,0.368011,0.342309,0.145638,0.436324,0.265049,0.177437,0.197478,0.135681,0.348503,0.387011,0.432602,0.319114,0.245058,0.326574,-0.037555,0.256242,0.124316,-0.052138,0.231116,0.131438,0.084139,0.167370,0.245770,0.107314,0.006435,0.012788,0.013941,0.149460,-0.076555,-0.006986,-0.122636,0.064399,-0.021798,0.064455,-0.110328,-0.049885,-0.099206,-0.030710,0.007726
S003,0.129192,-0.102584,0.047637,0.146968,0.139649,0.204619,-0.095266,-0.200481,-0.188347,0.162032,0.046988,-0.087567,-0.012837,-0.037562,0.319266,-0.027481,0.049697,0.020269,0.126813,0.045469,-0.017895,-0.021467,0.243410,0.160487,0.234170,0.033832,-0.048373,0.013995,0.111802,0.185666,-0.120195,0.214517,0.034216,0.073351,0.114432,0.024005,0.257468,0.270971,0.074974,0.143178,0.247459,0.517384,0.227228,0.158374,0.262103,0.343610,0.187572,0.376084,0.365299,0.531155,0.657081,0.524566,0.418090,0.237603,0.716849,0.489889,0.387618,0.235228,0.313884,0.317146,0.200673,0.265812,0.260760,0.123001,0.121637,0.136760,0.116757,0.255874,-0.089964,0.315993,0.140240,-0.228645,0.017490,-0.058421,-0.091762,-0.000276,-0.001636,0.215871,0.111484,0.053887,0.098234,-0.084488,0.005406,0.041431,-0.113091,0.032192,-0.098905,-0.047300,0.045156,0.121906,0.007854,0.169283,-0.065427,0.004774,0.253740,0.053564,0.163353,-0.028375,0.329851,0.198093,0.137481,0.339010,0.290692,0.156903,0.161322,0.364556,0.153250,0.568290,0.233209,0.673317,0.379902,0.426520,0.428553,0.569611,0.534557,0.663211,0.601687,0.547963,0.593906,0.602143,0.600664,0.491723,0.519671,0.688860,0.422640,0.603159,0.568054,0.643372,0.496217,0.467901,0.507570,0.389913,0.536415,0.211600,0.370327,0.352997,0.341624,0.374488,0.353373,0.246609,-0.015809,0.097538,0.182688,0.197001,0.237070,0.041238,0.036502,-0.004513,0.010484,-0.088041,-0.016872,-0.042558,0.016280,0.166474,-0.107951,0.331967,0.158684,0.204590,0.031763,0.265384,0.152376,0.236547,0.551254,0.231217,0.382441,0.243780,0.292531,0.537962,0.238181,0.523656,0.385206,0.256708,0.320594,0.335284,0.294372,0.051902,0.097517,0.203768,0.061064,0.154224,0.014626,-0.056271,0.026917,0.080479,0.061771,0.139625,0.068064,0.024643,0.070517,-0.148062,0.017382,0.009803,0.110410,-0.138830,-0.142207,0.071279,-0.031289,0.038495,-0.061112,-0.053213
S004,0.052398,-0.021973,-0.009373,-0.056475,0.020213,0.034057,0.008423,-0.078977,0.082965,-0.053981,-0.027775,-0.061743,0.106104,-0.016041,0.122876,-0.209483,0.082763,0.070437,0.011225,0.053042,-0.035487,0.145658,0.253687,0.069773,0.004114,0.153963,0.180724,0.047293,0.105849,0.083663,0.014306,0.071288,0.123314,0.000318,0.227847,0.295341,0.336795,0.131395,0.358784,0.272585,0.328649,0.463817,0.340527,0.525439,0.429335,0.480427,0.583944,0.779556,0.450864,0.486022,0.452650,0.484151,0.426028,0.628256,0.548268,0.372913,0.327104,0.450035,0.295558,0.407767,0.288803,0.192680,0.439991,0.356610,0.132920,0.188718,0.188137,0.162879,0.205675,0.342816,0.018020,0.039995,-0.098994,-0.006597,0.052485,0.202507,-0.060131,0.045802,0.113631,0.082391,0.367842,-0.035423,-0.015220,0.084512,0.067704,0.202434,0.055060,0.009872,0.103557,0.278202,0.109905,0.154848,0.232399,0.192673,0.319338,0.210873,0.045342,0.256685,0.297715,0.124185,0.356243,0.256221,0.390655,0.560067,0.389007,0.477225,0.289989,0.680603,0.554210,0.821001,0.592573,0.645052,0.622961,0.803666,0.555645,0.728495,0.781078,0.738304,0.526395,0.679044,0.792518,0.630568,0.738970,0.621854,0.837575,0.465570,0.623919,0.688337,0.777674,0.560044,0.583667,0.731150,0.295024,0.250127,0.508376,0.316414,0.318043,0.425980,0.214537,0.238196,0.104909,0.342400,0.317147,0.183064,0.431255,0.029404,0.008098,0.086723,0.094879,0.158826,0.035824,0.101073,-0.102947,0.248964,0.109397,0.285233,0.205998,0.185557,0.178116,0.275736,0.360840,0.444653,0.380621,0.398063,0.333089,0.495277,0.334134,0.589913,0.421369,0.258798,0.400093,0.265773,0.476889,0.253034,0.227100,0.018880,0.098378,-0.000317,0.014925,0.112462,0.209897,0.161014,-0.035400,0.116247,0.040562,-0.165091,0.183782,0.110453,-0.045181,0.036060,-0.059495,-0.152702,-0.067410,-0.116702,-0.105407,-0.006198,0.188117,0.027037,-0.082375,0.000632
S005,0.128730,0.146256,0.005811,-0.021635,0.142718,0.010126,0.080441,0.172427,0.177658,-0.136476,0.152008,0.021023,0.250509,-0.103954,0.134546,-0.010164,-0.088723,-0.001136,-0.082771,0.021885,-0.023774,0.009778,0.082008,0.223666,0.189455,0.104706,0.123860,0.087896,0.092351,-0.105578,0.009311,-0.057816,0.128511,0.213141,0.081277,0.281415,0.016108,0.150531,0.307491,0.453702,0.479508,0.237799,0.499328,0.338548,0.354869,0.462277,0.306504,0.321106,0.577708,0.563944,0.344592,0.455618,0.421925,0.450818,0.262281,0.311012,0.378359,0.442241,0.388338,0.208190,0.302313,-0.021358,0.378657,-0.059374,0.177273,0.028206,0.009195,0.179600,0.024676,0.181943,0.082368,0.101896,0.064573,-0.050307,0.167380,-0.013883,-0.067003,0.035664,0.197757,0.112882,0.022254,0.005134,0.046260,0.280003,0.017527,0.022790,0.106850,0.117365,-0.053213,0.059513,0.079403,0.133038,0.171810,0.040710,0.141889,0.064623,0.129247,-0.042933,0.218370,0.313332,0.259907,0.026237,0.539672,0.326221,0.395566,0.257014,0.365780,0.332860,0.350401,0.610499,0.381381,0.380293,0.536742,0.624298,0.529372,0.575621,0.831384,0.650857,0.658046,0.630687,0.587378,0.807521,0.742258,0.451456,0.644977,0.465096,0.540625,0.416875,0.516692,0.506910,0.407862,0.437718,0.582257,0.434347,0.327668,0.457656,0.391351,0.153103,0.135045,0.269747,0.209597,0.299394,0.124455,0.106026,0.162599,0.144436,0.034438,-0.138438,0.234281,-0.022800,-0.041931,-0.177036,-0.011434,-0.016337,0.149064,0.280830,0.060363,0.345551,0.286536,0.061197,-0.091717,0.440671,0.172979,0.101427,0.415004,0.522786,0.484132,0.468908,0.438941,0.405628,0.422607,0.353054,0.310385,0.299133,0.202591,0.160350,0.029771,0.111348,-0.029371,-0.030407,0.088176,0.113587,0.178599,-0.262759,0.060677,0.186318,-0.099238,-0.013674,0.075778,-0.122564,0.022591,-0.139059,-0.063886,0.041642,-0.224621,0.046235,0.006329,0.061760,0.011638,0.193328
S006,-0.005128,-0.031527,0.077164,0.050461,0.015752,-0.000557,-0.008045,-0.078778,-0.075540,0.170539,-0.166321,-0.033915,-0.085184,0.123039,-0.162628,0.129418,-0.084616,-0.017875,-0.101716,0.197903,-0.105904,-0.018257,0.102988,0.139070,0.031510,0.071220,0.111887,0.110299,0.264931,0.284530,0.011757,0.022226,0.164813,0.454709,0.193202,0.366004,0.414079,0.144901,0.437714,0.444972,0.270299,0.309925,0.280109,0.253942,0.320183,0.237655,0.406793,0.474368,0.522047,0.357079,0.559225,0.639636,0.170389,0.424604,0.518453,0.275708,0.554123,0.401020,0.299757,0.331997,0.331144,0.185475,0.266044,0.117779,0.218056,-0.007255,0.133261,0.001697,0.050037,0.182704,0.163979,0.079007,-0.045471,-0.013988,0.218736,0.079164,0.267177,0.033575,0.068999,0.032247,0.048114,0.092670,0.122705,0.172503,-0.037469,-0.060517,-0.179169,0.078771,-0.034200,-0.130513,0.142190,0.393880,0.030692,0.152078,0.152465,0.104013,0.429694,0.185876,0.233556,0.240071,0.167028,0.383829,0.297440,0.237909,0.403844,0.369063,0.491633,0.458942,0.515911,0.575074,0.601034,0.699768,0.747155,0.718167,0.612489,0.523951,0.495336,0.629169,0.656699,0.605912,0.616350,0.708051,0.625101,0.714794,0.604742,0.493855,0.429055,0.615465,0.385686,0.491095,0.660471,0.578160,0.364927,0.479024,0.400564,0.373398,0.298787,0.276633,0.263146,0.268676,0.173698,0.135817,0.218939,0.276809,0.285281,0.020883,-0.108048,0.184070,-0.111347,0.084582,-0.009611,-0.220912,0.091897,0.125070,0.039965,-0.195639,0.063052,0.168099,0.007055,0.171907,0.184599,0.251806,0.308498,0.236844,0.411727,0.411333,0.347584,0.357534,0.299095,0.179649,0.359266,0.520821,0.177351,0.091059,0.399126,0.175362,0.108164,0.305922,0.080370,0.319515,0.140489,-0.000436,0.207891,-0.041875,-0.064625,0.019949,0.139819,0.193809,-0.003828,-0.053712,-0.060233,-0.068855,0.118462,-0.046089,-0.045486,0.082519,-0.116015,-0.096172,0.119108,-0.101347
S007,-0.131852,0.075090,0.049384,0.101666,0.080348,-0.034163,-0.093790,0.066949,-0.060696,-0.066964,0.043406,0.005653,0.169879,0.249947,0.035445,0.139403,-0.024660,0.016475,0.193438,0.086882,0.042934,0.054285,0.155929,-0.056366,-0.078365,-0.139422,0.255664,-0.029757,0.130624,0.070282,0.094460,0.214906,0.225677,0.198977,0.252852,0.271055,0.176275,0.393123,0.372719,0.442517,0.428825,0.502880,0.424984,0.330843,0.405390,0.384436,0.437285,0.653785,0.627298,0.560598,0.592722,0.782448,0.627180,0.785911,0.546291,0.285733,0.536764,0.465831,0.579950,0.483960,0.382676,0.278247,0.380690,0.200761,0.248421,0.265825,0.425255,0.267657,0.083849,0.181997,0.200869,-0.032299,0.068756,0.149956,-0.032617,0.156747,0.075739,0.067963,0.013317,-0.155457,0.043647,-0.050393,0.165773,0.013552,0.077559,0.158697,-0.059852,-0.163629,-0.144356,0.225799,0.005139,0.282810,0.112956,0.225994,0.388529,0.386820,0.436431,0.412135,0.318606,0.390085,0.395380,0.324115,0.291923,0.460702,0.422821,0.341946,0.636566,0.575074,0.630379,0.733105,0.564118,0.684757,0.623023,0.535359,0.730090,0.621967,0.906417,0.767263,0.673307,0.898853,0.833065,0.904484,0.788931,0.650413,0.703585,0.809811,0.909070,0.788740,0.642762,0.489072,0.576861,0.376801,0.523200,0.489443,0.381421,0.286097,0.501979,0.268968,0.204024,0.033901,0.245397,0.443791,0.412326,0.203760,0.083579,0.154672,0.022726,0.105086,0.216017,0.166461,0.202231,0.137162,0.006454,0.059300,0.003545,0.284999,0.202732,0.077942,0.248393,0.220329,0.199471,0.222408,0.057336,0.394548,0.422956,0.396861,0.373872,0.455187,0.319331,0.512488,0.523251,0.226000,0.379544,0.201130,0.328107,0.302965,0.073427,0.350190,0.066003,0.110622,0.111036,0.143419,0.065995,-0.041257,0.038015,0.060969,0.159245,0.064802,-0.000516,-0.002916,0.017346,-0.271646,0.093813,0.100171,-0.238291,-0.113282,0.051595,0.236266,0.020490,-0.074346
S008,0.057219,-0.010803,-0.039034,-0.043934,0.009214,-0.098377,0.022943,0.212157,0.107409,-0.039515,-0.014813,-0.071010,-0.016034,-0.039809,0.058521,0.378241,0.061606,-0.090355,-0.077418,0.097137,0.103704,-0.156472,0.120357,-0.075656,0.264805,0.124024,0.002205,0.105956,-0.000214,0.172488,0.083762,0.138465,-0.031722,0.218063,0.143199,0.139230,0.070182,0.239201,0.425776,0.172423,0.417744,0.486406,0.414951,0.455335,0.353256,0.323367,0.400648,0.609577,0.543622,0.804956,0.590921,0.465235,0.444263,0.354521,0.430300,0.321334,0.432859,0.433474,0.282279,0.475083,0.354430,0.347113,0.070537,0.209687,0.301351,0.215959,0.122236,0.090522,0.311673,0.167572,0.128667,0.059973,0.060234,-0.115944,0.231228,-0.025095,0.117426,0.272832,0.119350,-0.065225,0.049539,-0.040216,0.009710,0.028237,-0.057615,0.224689,-0.027985,0.096681,0.034424,0.162836,0.182019,0.030808,0.149167,-0.025477,0.126023,0.438925,0.004511,0.124637,0.257368,0.241505,0.282779,0.321074,0.410826,0.471610,0.419149,0.208734,0.494192,0.546309,0.484794,0.467829,0.580638,0.514363,0.313767,0.727005,0.548911,0.689728,0.678186,0.664498,0.713665,0.639514,0.606272,0.616673,0.702139,0.719949,0.506714,0.651109,0.523540,0.583516,0.475436,0.731585,0.493080,0.448892,0.496908,0.342907,0.387518,0.186654,0.202108,0.149610,0.363994,0.388867,0.122707,0.163852,0.132212,0.290526,0.019547,0.208530,0.292667,0.186824,0.034061,0.260244,-0.111874,0.146005,0.078758,-0.128465,0.047836,0.201097,0.190124,0.157638,0.321139,0.319139,0.352453,0.295410,0.283636,0.111723,0.228868,0.271183,0.630138,0.393421,0.340521,0.355314,0.340107,0.578973,0.277137,0.334001,0.219360,0.106851,0.131577,0.186349,0.059082,-0.035488,-0.021728,0.117839,-0.157457,0.153622,0.119008,-0.126693,-0.058333,-0.059763,0.010680,0.107377,-0.163149,-0.066958,-0.087131,0.068759,0.020601,-0.057786,0.061991,-0.074301,0.137552,-0.046622
